A28O3NP6WR5517,0188399313,NN,plastic,1
A28O3NP6WR5517,0188399313,NNP,easy,1
A28O3NP6WR5517,0188399313,NN,bottle,1
A28O3NP6WR5517,0188399313,NN,dishwasher,1
AX0M1Z6ZWO52J,0188399399,NNS,wipes,1
AX0M1Z6ZWO52J,0188399399,NN,holder,1
AX0M1Z6ZWO52J,0188399399,NN,planet,1
AX0M1Z6ZWO52J,0188399399,NN,love,1
AX0M1Z6ZWO52J,0188399399,NN,leak,1
AX0M1Z6ZWO52J,0188399399,NNS,bags,1
A1KD7N84L7NIUT,0188399518,NNS,crevices,1
A1KD7N84L7NIUT,0188399518,NN,cotton,2
A1KD7N84L7NIUT,0188399518,NN,way,1
A1KD7N84L7NIUT,0188399518,NNS,color,1
A1KD7N84L7NIUT,0188399518,NN,favorite,1
A1KD7N84L7NIUT,0188399518,NN,thati,1
A1KD7N84L7NIUT,0188399518,NN,retrospect,1
A1KD7N84L7NIUT,0188399518,NN,all,1
A1KD7N84L7NIUT,0188399518,NN,quality,1
A1KD7N84L7NIUT,0188399518,NN,flannel,2
A1KD7N84L7NIUT,0188399518,NNS,fiber,1
A1KD7N84L7NIUT,0188399518,NNS,wipes,3
A1KD7N84L7NIUT,0188399518,NNS,bums,1
A1KD7N84L7NIUT,0188399518,NNS,squares,1
A1KD7N84L7NIUT,0188399518,NN,lot,1
A1KD7N84L7NIUT,0188399518,NNS,diaper,2
A1KD7N84L7NIUT,0188399518,NNS,brand,1
A1KD7N84L7NIUT,0188399518,NN,absorbency,1
A1KD7N84L7NIUT,0188399518,NNP,bumgenius,2
A1KD7N84L7NIUT,0188399518,NN,baby,3
A1KD7N84L7NIUT,0188399518,NN,variety,1
A1KD7N84L7NIUT,0188399518,NN,wash,1
A1KD7N84L7NIUT,0188399518,NNS,clothes,1
A1KD7N84L7NIUT,0188399518,NN,cleaning,1
A29CUDEIF4X1UO,0188399518,NN,blue,1
A29CUDEIF4X1UO,0188399518,NN,texture,1
A29CUDEIF4X1UO,0188399518,NNS,hand,1
A29CUDEIF4X1UO,0188399518,NNP,wipes,1
A29CUDEIF4X1UO,0188399518,NN,while,1
A29CUDEIF4X1UO,0188399518,NN,cloth,1
A29CUDEIF4X1UO,0188399518,NN,count,1
A29CUDEIF4X1UO,0188399518,NNS,issues,1
A29CUDEIF4X1UO,0188399518,NNP,cloth,1
A29CUDEIF4X1UO,0188399518,NNP,wipesocean,1
A29CUDEIF4X1UO,0188399518,NNS,using,1
A29CUDEIF4X1UO,0188399518,NNS,wipes,2
A29CUDEIF4X1UO,0188399518,NN,opinion,1
A29CUDEIF4X1UO,0188399518,NNS,faces,1
A29CUDEIF4X1UO,0188399518,NNP,vimse,1
A29CUDEIF4X1UO,0188399518,NN,quality,1
A29CUDEIF4X1UO,0188399518,NNP,boyfor,1
A32592TYN6C9EM,0316967297,NN,quality,1
A32592TYN6C9EM,0316967297,NN,girl,1
A32592TYN6C9EM,0316967297,NN,quilt,1
A32592TYN6C9EM,0316967297,NNS,color,1
AA9X14MODL8XJ,0316967297,NN,quilt,1
AA9X14MODL8XJ,0316967297,NN,bed,1
AA9X14MODL8XJ,0316967297,NN,type,1
AA9X14MODL8XJ,0316967297,NN,size,1
AA9X14MODL8XJ,0316967297,NN,anyone,1
AHAWBFF74JFGM,0615447279,NNS,children,1
AHAWBFF74JFGM,0615447279,NN,fact,1
AHAWBFF74JFGM,0615447279,NN,pacifier,1
AHAWBFF74JFGM,0615447279,NN,mom,1
AHAWBFF74JFGM,0615447279,NN,child,1
AHAWBFF74JFGM,0615447279,NN,toy,1
AHAWBFF74JFGM,0615447279,NNP,fairy,2
AHAWBFF74JFGM,0615447279,NNP,binky,2
AHAWBFF74JFGM,0615447279,NN,transition,1
A3N6R7ONCCY2D,0615447279,NN,approach,2
A3N6R7ONCCY2D,0615447279,NN,ownership,1
A3N6R7ONCCY2D,0615447279,NN,daughter,1
A3N6R7ONCCY2D,0615447279,NN,fairy,1
A3N6R7ONCCY2D,0615447279,NN,artwork,1
A3N6R7ONCCY2D,0615447279,NN,tool,1
A3N6R7ONCCY2D,0615447279,NN,purchase,1
A3N6R7ONCCY2D,0615447279,NN,anything,1
A3N6R7ONCCY2D,0615447279,NN,chart,1
A3N6R7ONCCY2D,0615447279,NNP,binky,2
A1Y9UZAZHG0P5A,0615447279,NN,book,2
A1Y9UZAZHG0P5A,0615447279,NN,box,2
A1Y9UZAZHG0P5A,0615447279,NN,charm,1
A1Y9UZAZHG0P5A,0615447279,NN,morning,1
A1Y9UZAZHG0P5A,0615447279,NN,son,1
A1Y9UZAZHG0P5A,0615447279,NN,porch,2
A1Y9UZAZHG0P5A,0615447279,NN,gift,1
A1Y9UZAZHG0P5A,0615447279,NNP,beatrice,1
A1Y9UZAZHG0P5A,0615447279,NN,daughter,1
A1Y9UZAZHG0P5A,0615447279,NNS,sticker,1
A1Y9UZAZHG0P5A,0615447279,NN,version,1
A1Y9UZAZHG0P5A,0615447279,NNP,fireman,1
